F_t,T1,T2,BER,Loss_dB,Distance_km,Transmission_Efficiency,Depolarization_Level,Photon_Rate,Latency,channel_available
0.6842952232802108,4.986650103455916e-05,3.257147575110312e-05,0.18311501114326398,1.9162893046897087,9.581446523448543,0.6432370766815777,0.009467098968105672,643237.0766815777,5.965987586185781e-05,1.0
0.681784048097916,4.9776739832095346e-05,3.25786605108627e-05,0.18379267880372174,1.920309720246811,9.601548601234054,0.6426418852125205,0.010227242819963995,642641.8852125205,5.985279195020959e-05,1.0
0.0,4.944074026325147e-05,3.263563118402694e-05,0.18352757994172927,1.9217095179848762,9.608547589924381,0.6424347852520167,0.009489945135475264,642434.7852520167,5.9723798481728434e-05,0.0
0.6926652580531802,5.006319612732345e-05,3.2175938605064666e-05,0.1843842445942724,1.9307103436494746,9.653551718247373,0.6411047072114934,0.00987319640003821,641104.7072114934,5.9508488988742916e-05,1.0
0.0,4.998466746374258e-05,3.1669674450622905e-05,0.18515065091051114,1.9427643660783602,9.713821830391801,0.6393277617937152,0.00962906361473746,639327.7617937152,6.015651332398443e-05,0.0
0.0,4.977081020338618e-05,3.137006395500971e-05,0.1853436046601137,1.9484989777495334,9.742494888747666,0.6384841229508956,0.009171332271123054,638484.1229508956,6.008491101696786e-05,0.0
0.6853454782914384,4.959932722407434e-05,3.105324114300611e-05,0.18621289871290223,1.9581329340842484,9.790664670421242,0.6370693431335483,0.009495140559352813,637069.3431335484,6.035993049961801e-05,1.0
0.6717132155845222,4.9873495272369525e-05,3.0839029115954237e-05,0.18625858041551108,1.955466850643325,9.777334253216624,0.6374605526797282,0.009977713510750363,637460.5526797283,6.101092617558806e-05,1.0
0.0,5.0058747399104175e-05,3.101266172626215e-05,0.18861773266645396,1.9845886877431298,9.922943438715649,0.6332003281009507,0.010435793433858628,633200.3281009507,6.197693986741308e-05,0.0
0.6599644075074335,5.026393875692009e-05,3.094172974483949e-05,0.18779985607830132,1.9727087230233185,9.863543615116592,0.6349347953530262,0.010534507509628852,634934.7953530262,6.215604117258919e-05,1.0
0.6636162483678019,5.047407048328563e-05,3.0981813531445755e-05,0.18748142424324715,1.967976990783759,9.839884953918794,0.6356269475236066,0.010589796010100894,635626.9475236066,6.185954396089773e-05,1.0
0.6592136008154676,5.153541287405515e-05,3.0594886237804164e-05,0.18831293420048226,1.9776310367955525,9.888155183977762,0.6342155649817843,0.010841433382748828,634215.5649817843,6.240898564641257e-05,1.0
0.6582540970253556,5.130149710838174e-05,3.0444495852171797e-05,0.18896220555226917,1.9856056291082513,9.928028145541257,0.6330520756483141,0.010976486752852448,633052.0756483141,6.259698695758512e-05,1.0
0.6564525685786822,5.1019345801678335e-05,3.061178323365181e-05,0.18946376104077084,1.9907674067175098,9.953837033587549,0.6323001128560467,0.011227634937588389,632300.1128560466,6.281669954944958e-05,1.0
0.6462312276787487,5.059207252152083e-05,3.077803330643182e-05,0.19000712992226781,1.9977052451630908,9.988526225815454,0.6312908221248563,0.011305081969391978,631290.8221248563,6.357544773687075e-05,1.0
0.6477089466855795,5.088822078237816e-05,3.054510049184681e-05,0.18869015816183163,1.9769155687137687,9.884577843568843,0.6343200559185941,0.01170037224225732,634320.0559185941,6.293945574623691e-05,1.0
0.6501489684347469,5.143494251309105e-05,3.058269719792374e-05,0.18945846869505448,1.9932702442848715,9.966351221424357,0.631935823504028,0.01085276089413696,631935.823504028,6.332376764104959e-05,1.0
0.6572461129683599,5.1349269934001786e-05,3.1230697610009965e-05,0.1892785452703008,1.9913659298105078,9.956829649052539,0.6322129783981094,0.010770068938711028,632212.9783981094,6.297535515305955e-05,1.0
0.652636855454757,5.0902206296840486e-05,3.1200804279033075e-05,0.18984295515392663,2.003997553037006,10.01998776518503,0.6303768340051608,0.010062744313014014,630376.8340051607,6.353386216233849e-05,1.0
0.6540326123912524,5.0471921563058055e-05,3.0968832109609683e-05,0.18842638475724285,1.9835823361865863,9.917911680932932,0.6333470709210705,0.010199840435556176,633347.0709210704,6.282661520486373e-05,1.0
0.6491853873581053,5.078777952570924e-05,3.089732675060884e-05,0.18904582254559152,1.9864763744976663,9.932381872488332,0.6329251636235889,0.0110168087147719,632925.1636235889,6.318103815138242e-05,1.0
0.6590294094658651,5.1143651020796775e-05,3.090703334785472e-05,0.18852598659863667,1.9811118242162646,9.905559121081323,0.6337074569522296,0.010759430149502978,633707.4569522296,6.252156784604511e-05,1.0
0.6568885514943795,5.139235513453344e-05,3.084354216669046e-05,0.18899486292702555,1.9872107892477524,9.936053946238761,0.6328181417076104,0.010807867561661527,632818.1417076105,6.281875794856961e-05,1.0
0.6593532635424523,5.1031753178198425e-05,3.0817264913153696e-05,0.18942544733164682,1.990637277987486,9.953186389937429,0.6323190589045955,0.011169953567889116,632319.0589045956,6.268854241089652e-05,1.0
0.6554525472655238,5.1127198776167815e-05,3.0367885575809572e-05,0.189176801863132,1.9944850104027279,9.972425052013639,0.6317590893043841,0.010112693030648072,631759.0893043841,6.298543880385245e-05,1.0
0.655147703910443,5.116299770521482e-05,3.0071738721767595e-05,0.18828203941810498,1.9840058933123583,9.920029466561791,0.633285305092753,0.009849383928963016,633285.305092753,6.269692685386125e-05,1.0
0.658148460787464,5.124908204947503e-05,3.0025503376210795e-05,0.1883564604738275,1.9837560842379252,9.918780421189625,0.6333217331323652,0.01003465408002018,633321.7331323652,6.250814436211889e-05,1.0
0.6623709346437942,5.165981479745963e-05,2.997541291767985e-05,0.1875241683260527,1.9822792920738732,9.911396460369366,0.6335371269834857,0.008585463635591139,633537.1269834858,6.233697182783138e-05,1.0
0.0,5.173841627589778e-05,2.980604787686825e-05,0.18768099809751776,1.9875868066494702,9.93793403324735,0.6327633539213063,0.00812535011634183,632763.3539213063,6.219894341168402e-05,0.0
0.6628445909824261,5.204310473191577e-05,2.9756822843507955e-05,0.18871288174749537,1.9977280404708155,9.988640202354077,0.6312875086057149,0.008713272100705638,631287.5086057149,6.269362511890497e-05,1.0
0.6682630061530144,5.20360321720219e-05,2.9779990843262057e-05,0.18908914603973512,1.9992782388814854,9.996391194407426,0.6310622130294467,0.009240505108916887,631062.2130294467,6.240278039220138e-05,1.0
0.6708508801250641,5.213987122792645e-05,3.0051215063354174e-05,0.1882628221310728,1.9865309512199696,9.932654756099847,0.632917209858278,0.0094428541204236,632917.209858278,6.199555812064038e-05,1.0
0.6692465484600139,5.241271791628719e-05,3.0020427241519277e-05,0.18858694664168865,1.9878761202912376,9.939380601456188,0.6327212025746094,0.009895095857986718,632721.2025746094,6.212611353453e-05,1.0
0.6596064744133512,5.163588564803361e-05,3.0139749658278366e-05,0.19055565348859138,2.0142293601695056,10.071146800847528,0.6288934390808549,0.010004746058037715,628893.4390808549,6.326040867857626e-05,1.0
0.6587272953922215,5.144333232689429e-05,2.9974474574682623e-05,0.19186344540521708,2.0304048262359933,10.152024131179965,0.626555457780164,0.01028234859059812,626555.457780164,6.364391225648414e-05,1.0
0.6604339082009912,5.1179279353210004e-05,3.0146613800268515e-05,0.1895845958096163,2.0000527340836967,10.000263670418482,0.6309496831451332,0.01011887476436585,630949.6831451332,6.27946809447035e-05,1.0
0.0,5.083625484202413e-05,3.0256400613546852e-05,0.1896582932281038,2.000685110938971,10.003425554694855,0.630857817154332,0.01017440361053958,630857.817154332,6.287671357376796e-05,0.0
0.6708506028176847,5.0681958619570305e-05,3.0511017702229863e-05,0.19017373771955376,2.009992603972745,10.049963019863725,0.6295072549060133,0.009854730345120877,629507.2549060134,6.24701699189041e-05,1.0
0.6791987932354859,5.14157901027961e-05,3.071483548691861e-05,0.19034440191781465,2.0079694817676104,10.039847408838051,0.6298005735746803,0.010489377410309616,629800.5735746804,6.205559105717681e-05,1.0
0.0,5.095455874289355e-05,3.0877159464044585e-05,0.1903745467727245,2.0032091829308194,10.016045914654097,0.6304912760214055,0.011240369566854523,630491.2760214056,6.182684655633377e-05,0.0
0.0,5.1419606745331424e-05,3.083009105216636e-05,0.1905086158831829,2.0004753571213683,10.00237678560684,0.6308882868095002,0.01190551857586597,630888.2868095002,6.154967782621642e-05,0.0
0.0,5.054977972461689e-05,3.088697099923637e-05,0.1907876646208212,2.0059877448332872,10.029938724166437,0.6300880245818673,0.01166335382350972,630088.0245818673,6.121648165427775e-05,0.0
0.6872994410483927,5.0371341615131666e-05,3.1188284257787095e-05,0.18968965661187204,1.9943832901928715,9.971916450964358,0.6317738865036129,0.011153199727356983,631773.8865036129,6.120236812294871e-05,1.0
0.6845402399784283,5.0445291315381535e-05,3.0968896201810516e-05,0.1908689346376883,2.006382510905108,10.031912554525539,0.6300307532878083,0.011768622563184925,630030.7532878084,6.159341994225928e-05,1.0
0.6833094236766655,5.0729496654753546e-05,3.076099594416524e-05,0.1909373476592913,2.0056949307700247,10.028474653850123,0.6301305083946344,0.012005203713216932,630130.5083946344,6.162963286967431e-05,1.0
0.6877636553687329,5.1070520011554905e-05,3.0800205444667046e-05,0.1903121031435055,1.9962307894135087,9.981153947067543,0.6315051855227034,0.012129391809714415,631505.1855227035,6.119508679840662e-05,1.0
0.6885325768385466,5.144578322892377e-05,3.090878524285334e-05,0.1909542661776057,2.0075496752392255,10.037748376196127,0.6298614555758362,0.011769987931047554,629861.4555758361,6.151609049218727e-05,1.0
0.6839592678435832,5.1242505028221074e-05,3.064337758821707e-05,0.18990953902988153,1.9919473726833248,9.959736863416623,0.6321283420189819,0.011947420078744985,632128.3420189819,6.129382079389793e-05,1.0
0.0,5.098647903132437e-05,3.0608081267428736e-05,0.18922616025368408,1.9865563242596425,9.932781621298211,0.6329135121399709,0.011365832647339117,632913.5121399709,6.108967303759859e-05,0.0
0.0,5.139573739132646e-05,3.0567720009811525e-05,0.1889737987230303,1.9811084471215978,9.905542235607989,0.6337079497263712,0.01165554717243185,633707.9497263712,6.109833248229743e-05,0.0
0.6840821117739548,5.127217048105912e-05,2.9891781574934254e-05,0.1908897234737325,2.0029256975615275,10.014628487807636,0.6305324326313213,0.012311879578786319,630532.4326313213,6.141353317266299e-05,1.0
0.6809652149974305,5.0608883909768974e-05,2.982806774665794e-05,0.1907724439853839,1.9960169759239024,9.980084879619511,0.6315362767883967,0.013081164759164569,631536.2767883968,6.128325291094679e-05,1.0
0.6727032242884387,5.0030062624571856e-05,2.978431104187024e-05,0.1893538517350927,1.974546984200423,9.872734921002115,0.6346661000208508,0.013373803491036186,634666.1000208508,6.110159603248065e-05,1.0
0.0,4.9569735229079617e-05,2.974053693818593e-05,0.18858644308144956,1.9692378933636232,9.846189466818116,0.6354424304835058,0.012615316646404902,635442.4304835058,6.134371624408406e-05,0.0
0.0,4.98269208965249e-05,3.017050048179539e-05,0.18898767882091755,1.9744086389703985,9.872043194851992,0.6346863177371147,0.012661675378949815,634686.3177371147,6.186900614753848e-05,0.0
0.0,4.990159534662969e-05,2.9802350982606823e-05,0.19010573379009482,1.9827613116568266,9.913806558284133,0.63346681516321,0.013678282743399675,633466.81516321,6.21533176858635e-05,0.0
0.0,5.024880611673098e-05,2.9558917191593302e-05,0.19153275938097464,2.005871482358118,10.029357411790588,0.6301048925313613,0.013170411293310539,630104.8925313613,6.272887044196423e-05,0.0
0.0,5.00302036712281e-05,2.8784080108265637e-05,0.1924967300315002,2.0198230284208143,10.09911514210407,0.6280839522179889,0.01307741228098922,628083.9522179889,6.293138075102359e-05,0.0
0.0,5.0108869443341896e-05,2.866412350624808e-05,0.19292653870067358,2.0213057937915493,10.106528968957747,0.6278695488099227,0.013722626211269923,627869.5488099228,6.241748835752668e-05,0.0
0.6735036374034366,5.0419487251458724e-05,2.8572147969885317e-05,0.19236769713193677,2.0119655232399705,10.059827616199852,0.6292213463842078,0.013956740648081318,629221.3463842078,6.17828148145623e-05,1.0
0.6724697319441675,5.025642423656943e-05,2.8447711857587336e-05,0.19410517446301273,2.0279664870886447,10.139832435443223,0.6269073350713368,0.015117683997362245,626907.3350713368,6.214274888451832e-05,1.0
0.6750673283362939,5.047968337061675e-05,2.8811060822280717e-05,0.1935642485384256,2.0237215218436098,10.118607609218047,0.6275203985489495,0.014648895625800705,627520.3985489495,6.201526648450788e-05,1.0
0.6677693041686441,5.0139126732671085e-05,2.909302486253619e-05,0.19276013863433655,2.0166655190445915,10.083327595222956,0.6285407625517412,0.014061039820414279,628540.7625517412,6.227408875440601e-05,1.0
0.0,4.995481727473513e-05,2.9134521382565657e-05,0.1926994621381447,2.0121614706421584,10.060807353210793,0.6291929574656342,0.01459188174192358,629192.9574656342,6.255877826759205e-05,0.0
0.0,4.976485198224126e-05,2.9040647038852384e-05,0.19142845496797287,1.9993953588403472,9.996976794201736,0.6310451948570036,0.013902104792949342,631045.1948570036,6.202858480007003e-05,0.0
0.0,4.917163511980192e-05,2.9367690998507395e-05,0.19100309519531405,1.9947572507518307,9.973786253759153,0.6317194883120535,0.013725678702681586,631719.4883120535,6.21572557958026e-05,0.0
0.6624197574125733,4.943168865779867e-05,2.937440982058649e-05,0.190787473030346,1.9925310224370099,9.962655112185049,0.6320433957955062,0.013618341856198167,632043.3957955062,6.195271293801977e-05,1.0
0.6571041594845436,4.9208353714541334e-05,2.9141440612499222e-05,0.1915523659737695,1.9999869680463906,9.999934840231953,0.6309592378082282,0.014063969755767165,630959.2378082281,6.234110773361354e-05,1.0
0.0,4.923043369961435e-05,2.864373719700387e-05,0.19138327160926463,1.9961063453344527,9.980531726672263,0.6315232811261352,0.014289824344664446,631523.2811261353,6.247906881359803e-05,0.0
0.0,4.9486198355075014e-05,2.853846810489509e-05,0.19053744286079302,1.9835096260093785,9.917548130046892,0.6333576745932735,0.014432560314859589,633357.6745932736,6.252525047051076e-05,0.0
0.6494202897502562,4.971973997598849e-05,2.879409182794897e-05,0.189245046038409,1.967801711936624,9.83900855968312,0.6356526015927936,0.014142693669611564,635652.6015927936,6.196600941585156e-05,1.0
0.0,5.005803773095511e-05,2.950117159825292e-05,0.18970780149164726,1.9705413751731227,9.852706875865612,0.6352517388224658,0.014667341805760304,635251.7388224658,6.232337277056959e-05,0.0
0.6559193023177463,5.0007634234081294e-05,2.9529631270144703e-05,0.19076377495772917,1.9718568062043524,9.859284031021762,0.6350593570755504,0.016586906991008732,635059.3570755504,6.177321756768912e-05,1.0
0.0,4.9795832393377594e-05,2.930943199020572e-05,0.1905063910318306,1.9668765429681336,9.834382714840668,0.6357880278369888,0.016800809900650016,635788.0278369888,6.202803974299371e-05,0.0
0.6470975805484703,4.976005664005684e-05,2.896775378791634e-05,0.19016948872247677,1.9628644475038504,9.814322237519251,0.6363756523614569,0.016714629806410433,636375.6523614569,6.190310981616527e-05,1.0
0.6467503057714347,4.892118829027669e-05,2.9153985181049696e-05,0.19011673789433453,1.967492027881765,9.837460139408824,0.6356979299361171,0.015931405724786143,635697.929936117,6.200105095364604e-05,1.0
0.0,4.821920828825961e-05,2.8641520661713422e-05,0.19096155882851648,1.982047649861023,9.910238249305115,0.6335709192285989,0.015494036885631843,633570.9192285988,6.173743554628832e-05,0.0
0.0,4.759347431631722e-05,2.883379377890062e-05,0.19030985795363506,1.9746052510223628,9.873026255111814,0.6346575851236754,0.015277301030945553,634657.5851236754,6.143105092315233e-05,0.0
0.649057982159322,4.7142981416190134e-05,2.9102431385201483e-05,0.1902254883818676,1.97600217436407,9.88001087182035,0.6344534781264579,0.014904454890193077,634453.4781264579,6.187129943362722e-05,1.0
0.0,4.740000890122805e-05,2.925126659346731e-05,0.1909065920554325,1.986064834916842,9.930324174584209,0.6329851427642608,0.01479832687512579,632985.1427642608,6.198543047844516e-05,0.0
0.0,4.699926919552346e-05,2.92003427600164e-05,0.1907573592110447,1.9785823953165325,9.892911976582662,0.6340766499539375,0.015591368376026917,634076.6499539375,6.20057321246195e-05,0.0
0.6472285297474245,4.6870202534593294e-05,2.9385818100880115e-05,0.19103309510393962,1.9788544262645686,9.894272131322843,0.6340369342593117,0.016103124467190998,634036.9342593118,6.201207599180051e-05,1.0
0.0,4.758241263279446e-05,2.9449383250201003e-05,0.19093549124879838,1.9788973817084008,9.894486908542003,0.6340306631220163,0.01590164561961305,634030.6631220162,6.232113631307251e-05,0.0
0.0,4.745263239460786e-05,2.9226958432638807e-05,0.1896466716549594,1.9662064817237974,9.831032408618986,0.635886129424969,0.01517947273488786,635886.1294249691,6.20443400676114e-05,0.0
0.6505116368094586,4.787233753094924e-05,2.9797542960698537e-05,0.19010200817245532,1.9685673400369776,9.842836700184888,0.6355405507567307,0.01574456710164131,635540.5507567306,6.180603450562115e-05,1.0
0.0,4.744808194032532e-05,2.969608828760141e-05,0.1901013705695709,1.9695114400222824,9.847557200111412,0.635402407483736,0.015605148622877802,635402.407483736,6.183473518911453e-05,0.0
0.6425508594906322,4.7396401522584995e-05,2.9934892211984356e-05,0.19006404435509042,1.9756720537177974,9.878360268588986,0.6345017067274382,0.014629795437619069,634501.7067274383,6.245717661884161e-05,1.0
0.6365698780604913,4.6973462464678e-05,2.9210610082935956e-05,0.1893632892608032,1.9642897478968344,9.821448739484172,0.6361668360665068,0.014893414588113205,636166.8360665068,6.230060499121047e-05,1.0
0.0,4.686447667743416e-05,2.9609339146111514e-05,0.18963038303846252,1.9651036567915101,9.82551828395755,0.6360476235615427,0.015308389638467673,636047.6235615426,6.226215159551347e-05,0.0
0.0,4.734734121261418e-05,3.005778148658566e-05,0.19003196723113905,1.9796189242922377,9.898094621461189,0.6339253331809529,0.013989267643230986,633925.3331809529,6.327906522525714e-05,0.0
0.6246588946664152,4.6536734176765724e-05,3.0065575992991937e-05,0.19132815035861936,2.000801544125516,10.004007720627579,0.6308409042520612,0.013497204969299913,630840.9042520612,6.412062358949843e-05,1.0
0.6228491973191492,4.682321131500334e-05,3.0231895783553426e-05,0.19219277043177505,2.0135868059327215,10.067934029663608,0.62898649300071,0.013372033864260058,628986.4930007099,6.46432636095709e-05,1.0
0.6228933421414813,4.700561488986941e-05,3.0394812422364626e-05,0.19146941661303563,2.0015443547575646,10.007721773787823,0.6307330154165579,0.013671848642629165,630733.0154165579,6.439133320054024e-05,1.0
0.6191434769034103,4.676842761422362e-05,3.0194081103025116e-05,0.191628886493121,2.0060239944828497,10.030119972414248,0.6300827653912225,0.013340538377464496,630082.7653912226,6.467535185746566e-05,1.0
0.0,4.611003013474492e-05,3.0354336172596417e-05,0.1910280218740278,2.001072048843582,10.005360244217908,0.6308016129108727,0.012857656658928239,630801.6129108727,6.472987779853093e-05,0.0
0.0,4.622389428590696e-05,3.0104660308182723e-05,0.19138579330505848,2.0038896137980093,10.019448068990046,0.6303925015404729,0.013164088150589816,630392.5015404728,6.409141078717715e-05,0.0
0.0,4.603467004565692e-05,2.991994002492547e-05,0.1906704684952238,1.9960896544642797,9.980448272321398,0.6315257082104734,0.012866645200920939,631525.7082104734,6.397500925883821e-05,0.0
0.0,4.623031475042113e-05,3.025962416739065e-05,0.1895347468844493,1.9790331269564712,9.895165634782355,0.6340108458532783,0.013080339622176869,634010.8458532783,6.345889895539767e-05,0.0
0.0,4.631663452817443e-05,3.05468289912529e-05,0.1890051222532877,1.9760072920303433,9.880036460151716,0.6344527304956706,0.012462975002246036,634452.7304956707,6.319365878467379e-05,0.0
0.635014135265264,4.71911912832714e-05,3.03239797607931e-05,0.1892047791020587,1.9837131731558366,9.918565865779183,0.6333279907884655,0.011737548992582916,633327.9907884655,6.329180509911955e-05,1.0
0.0,4.7127689643869455e-05,3.0097427262526927e-05,0.18960987940705915,1.986918907247458,9.93459453623729,0.6328606737773982,0.012080432591516456,632860.6737773982,6.287121432995895e-05,0.0
0.6499872557944568,4.667338710468113e-05,2.9901799736539088e-05,0.18996470356543727,1.9912100077016524,9.95605003850826,0.6322356767639702,0.012165083894844733,632235.6767639702,6.24131439783272e-05,1.0
0.6445659068832161,4.682955718006567e-05,3.0123555611747955e-05,0.19034389592487935,1.993549310777413,9.967746553887064,0.6318952182338072,0.012583010083565943,631895.2182338072,6.283291940474004e-05,1.0
0.0,4.700296437845024e-05,2.9821089065269877e-05,0.19048844960565825,1.997723599310322,9.988617996551609,0.6312881541701174,0.012265053381433903,631288.1541701175,6.305604023126935e-05,0.0
0.0,4.7742498878501455e-05,2.9931681075675267e-05,0.1906549408856807,2.0030642449149823,10.015321224574912,0.630512317891204,0.011822199662565352,630512.317891204,6.244339372825196e-05,0.0
0.6623264628291846,4.8205204523888714e-05,3.015710149735205e-05,0.19077299161569156,2.000256145727137,10.001280728635683,0.6309201318817014,0.0124661151130845,630920.1318817014,6.219294013402775e-05,1.0
0.6587594236840635,4.8419535962985695e-05,3.012748583231708e-05,0.19042742250309821,2.00107992842679,10.00539964213395,0.6308004684226292,0.011655313428825574,630800.4684226292,6.247396949172106e-05,1.0
0.0,4.9182796689335763e-05,3.0427955224730215e-05,0.19198565153625016,2.0184909136069513,10.092454568034755,0.628276634442339,0.012247937514839375,628276.6344423391,6.281630038348786e-05,0.0
0.6541442226856554,4.860475922838762e-05,3.0328103069388675e-05,0.19236927440968427,2.0195414056248238,10.097707028124118,0.6281246822989153,0.01286323111828378,628124.6822989152,6.32089836192079e-05,1.0
0.6477460517862118,4.8312788277444995e-05,3.0257384327702728e-05,0.1925581815428126,2.0195762124768666,10.097881062384332,0.6281196481674259,0.013236011253051141,628119.6481674259,6.351037036072021e-05,1.0
0.0,4.7883244541193334e-05,2.9959062771809115e-05,0.19239995399100382,2.020213533299593,10.101067666497965,0.6280274792874773,0.012827387269484895,628027.4792874772,6.30988707175192e-05,0.0
0.0,4.773067474879158e-05,3.0265034720658995e-05,0.1919807057654405,2.017630177450439,10.088150887252194,0.6284011660748515,0.012362577605732518,628401.1660748515,6.297941894393511e-05,0.0
0.0,4.7087718180037594e-05,3.0029777892152155e-05,0.19156390303020213,2.012924014264222,10.06462007132111,0.6290824921067145,0.012210298167118768,629082.4921067145,6.27165647466836e-05,0.0
0.6651470469367043,4.7463539289844047e-05,3.013411387962363e-05,0.1913504287070949,2.014752319222592,10.07376159611296,0.6288177149511709,0.011518572365360693,628817.7149511708,6.233763159453565e-05,1.0
0.6733963640949973,4.7403157155497776e-05,3.0110036781893376e-05,0.19070710653768652,2.009400120818549,10.047000604092743,0.6295931408433036,0.01100735391867668,629593.1408433036,6.176816786469856e-05,1.0
0.6747951765050483,4.671969086513649e-05,2.979200112732201e-05,0.19073909086070268,2.0077569691074055,10.038784845537027,0.6298313922646523,0.01130957398605767,629831.3922646523,6.149461931116277e-05,1.0
0.6762688269718196,4.627750750722999e-05,2.9613430161628573e-05,0.1903033220505022,1.9996966826599945,9.998483413299972,0.6310014129624442,0.011608057063448595,631001.4129624441,6.111482062545416e-05,1.0
0.6767441061083518,4.6508714280810486e-05,3.003602323010822e-05,0.1901037456424828,2.0007828670521377,10.003914335260689,0.6308436172239466,0.011051108508912146,630843.6172239465,6.124449609725166e-05,1.0
0.0,4.699760327914147e-05,3.00958000282964e-05,0.19068513650439933,2.006609159152855,10.033045795764275,0.6299978742975852,0.01136814730638394,629997.8742975852,6.171891895331495e-05,0.0
0.6700203875906634,4.805601665940454e-05,2.979113892532042e-05,0.19062169676262433,2.004357827370689,10.021789136853444,0.6303245424878775,0.011567936013126164,630324.5424878775,6.182565534601464e-05,1.0
0.6690384956385504,4.955182755922011e-05,2.988691463301862e-05,0.18951630353810775,1.9841868864543821,9.92093443227191,0.6332589133439367,0.012291520420152193,633258.9133439367,6.155215930195627e-05,1.0
0.670630962574954,4.976799572467371e-05,2.9845342130879884e-05,0.1900888254564608,1.9904068641658492,9.952034320829245,0.6323526073197613,0.01253025823268291,632352.6073197613,6.16287236554899e-05,1.0
0.0,4.92778667501643e-05,3.088464920893554e-05,0.19042961648573764,1.9918005653101298,9.959002826550648,0.6321497106234212,0.013008943594896441,632149.7106234211,6.18470952020539e-05,0.0
0.6676544432618263,4.822628627479536e-05,3.095249337715951e-05,0.1898070680722207,1.9820322395037924,9.910161197518962,0.6335731673740223,0.013187303518463618,633573.1673740223,6.155733294103238e-05,1.0
